empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
Transelec,Central Hidroelectrica,Atacama,RCA-5663,2014,Reforestacion,Mensual,Medio Ambiente,37,2,11.0,110251,Media,67,En Proceso,Bajo
Colbun,Parque Solar,Atacama,RCA-6909,2022,Reforestacion,Mensual,Territorio,83,1,17.0,52350,Media,53,En Proceso,Bajo
Engie,Linea de Transmision,Atacama,RCA-4416,2015,Residuos,Semestral,Territorio,39,2,3.0,45451,Media,55,En Proceso,Bajo
Transelec,Parque Solar,Antofagasta,RCA-7302,2021,Reforestacion,Anual,Medio Ambiente,114,1,16.0,72087,Media,100,Completado,Bajo
Enel,Subestacion,Coquimbo,RCA-8593,2020,Flora y Fauna,Trimestral,Territorio,325,2,36.0,48941,Alta,87,Completado,Medio
AES Andes,Parque Solar,Los Lagos,RCA-1680,2023,Residuos,Anual,Construccion,67,2,26.0,69256,Media,38,Pendiente,Medio
Enel,Linea de Transmision,Atacama,RCA-9163,2014,Reforestacion,Semestral,Medio Ambiente,332,1,24.0,51261,Baja,96,Completado,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-3070,2010,Residuos,Trimestral,Construccion,301,3,34.0,44521,Baja,86,Completado,Bajo
AES Andes,Central Hidroelectrica,Valparaiso,RCA-7668,2016,Emisiones Atmosfericas,Trimestral,Construccion,182,0,20.0,83885,Media,62,En Proceso,Bajo
Engie,Linea de Transmision,Biobio,RCA-9001,2015,Residuos,Trimestral,,236,0,,121627,Baja,100,Completado,Bajo
Transelec,Parque Eolico,Los Lagos,RCA-3191,2011,Flora y Fauna,Trimestral,Territorio,108,1,20.0,68743,Alta,87,Completado,Medio
Enel,Linea de Transmision,Metropolitana,RCA-9859,2020,Ruido,Mensual,Medio Ambiente,298,1,16.0,81931,Baja,91,Completado,Bajo
CGE,Parque Solar,Los Lagos,RCA-8586,2016,Residuos,Trimestral,Permisos,39,3,4.0,76624,Media,64,En Proceso,Medio
Colbun,Parque Solar,Los Lagos,RCA-9872,2015,Calidad de Aguas,Mensual,Medio Ambiente,198,1,18.0,74137,Alta,66,En Proceso,Medio
Enel,Parque Solar,Antofagasta,RCA-3846,2014,Flora y Fauna,Semestral,Construccion,178,0,36.0,110723,Alta,66,En Proceso,Medio
AES Andes,Subestacion,Metropolitana,RCA-3463,2017,Arqueologia,Semestral,Territorio,106,2,,68084,Baja,80,Completado,Bajo
Transelec,Linea de Transmision,Atacama,RCA-7837,2014,Emisiones Atmosfericas,Mensual,Construccion,328,0,30.0,-5969,Alta,91,Completado,Medio
Colbun,Linea de Transmision,Atacama,RCA-5922,2020,Flora y Fauna,Mensual,Operacion,297,0,18.0,53066,Alta,97,Completado,Medio
Transelec,Subestacion,Los Lagos,RCA-5392,2011,Ruido,Trimestral,Operacion,89,2,21.0,77668,Media,49,En Proceso,Bajo
AES Andes,Parque Solar,Antofagasta,RCA-4183,2015,Reforestacion,Trimestral,Construccion,205,2,32.0,72326,Media,67,En Proceso,Bajo
Transelec,Central Hidroelectrica,Metropolitana,RCA-4167,2025,Reforestacion,Mensual,Permisos,177,1,5.0,69260,Media,63,En Proceso,Bajo
CGE,Central Hidroelectrica,Atacama,RCA-3997,2023,Flora y Fauna,Trimestral,Permisos,33,1,23.0,62245,Alta,55,En Proceso,Medio
Colbun,Parque Eolico,Valparaiso,RCA-7521,2021,Arqueologia,Mensual,Medio Ambiente,301,1,30.0,77149,Media,74,En Proceso,Bajo
Colbun,Parque Eolico,Coquimbo,RCA-4227,2010,Reforestacion,Mensual,Medio Ambiente,60,0,27.0,126378,Media,35,Pendiente,Medio
AES Andes,Parque Solar,Coquimbo,RCA-7564,2014,Emisiones Atmosfericas,Mensual,Medio Ambiente,20,1,15.0,66842,Alta,47,En Proceso,Medio
CGE,Linea de Transmision,Atacama,RCA-3024,2023,Calidad de Aguas,Mensual,Territorio,144,2,14.0,129084,Media,91,Completado,Bajo
Enel,Central Hidroelectrica,Metropolitana,RCA-1329,2015,Arqueologia,Semestral,Permisos,70,1,21.0,86792,Baja,34,Pendiente,Medio
Transelec,Parque Solar,Biobio,RCA-3486,2024,Flora y Fauna,Anual,Construccion,151,2,34.0,58241,Alta,65,En Proceso,Medio
Engie,Parque Solar,Atacama,RCA-2155,2016,Arqueologia,Trimestral,Operacion,162,0,26.0,96673,Baja,62,En Proceso,Bajo
Transelec,Linea de Transmision,Biobio,RCA-5477,2023,Reforestacion,Trimestral,Permisos,73,1,25.0,14134,Alta,58,En Proceso,Medio
Transelec,Subestacion,Biobio,RCA-3185,2011,Reforestacion,Mensual,Permisos,27,1,31.0,74617,Alta,18,Pendiente,Alto
Enel,Subestacion,Metropolitana,RCA-8086,2010,Flora y Fauna,Trimestral,Permisos,194,3,6.0,87963,Media,69,En Proceso,Bajo
Transelec,Central Hidroelectrica,Biobio,RCA-3317,2015,Reforestacion,Mensual,Medio Ambiente,252,0,4.0,88276,Media,66,En Proceso,Bajo
CGE,Parque Solar,Valparaiso,RCA-4621,2012,Reforestacion,Trimestral,Territorio,313,0,24.0,90926,Alta,60,En Proceso,Medio
CGE,Subestacion,Metropolitana,RCA-5491,2014,Calidad de Aguas,Anual,Construccion,149,3,31.0,93118,Alta,60,En Proceso,Medio
Colbun,Central Hidroelectrica,Atacama,RCA-3511,2021,Calidad de Aguas,Mensual,Medio Ambiente,309,0,19.0,82431,Alta,76,En Proceso,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-8842,2024,Ruido,Semestral,Territorio,181,0,11.0,93072,Alta,81,Completado,Medio
Engie,Subestacion,Valparaiso,RCA-9641,2020,Calidad de Aguas,Mensual,Permisos,199,0,29.0,61005,Media,95,Completado,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-8848,2022,Residuos,Mensual,Territorio,17,3,5.0,104408,Baja,13,Pendiente,Alto
Transelec,Parque Eolico,Coquimbo,RCA-6404,2025,Arqueologia,Mensual,Medio Ambiente,170,1,18.0,63498,Media,65,En Proceso,Bajo
Enel,Central Hidroelectrica,Atacama,RCA-6393,2024,Arqueologia,Mensual,Permisos,154,2,3.0,103923,Baja,89,Completado,Bajo
AES Andes,Linea de Transmision,Atacama,RCA-2293,2011,Flora y Fauna,Mensual,Medio Ambiente,345,2,11.0,74497,Alta,92,Completado,Medio
CGE,Central Hidroelectrica,Atacama,RCA-3465,2024,Calidad de Aguas,Mensual,Construccion,49,0,21.0,80453,Media,49,En Proceso,Bajo
Engie,Linea de Transmision,Valparaiso,RCA-4175,2010,Ruido,Trimestral,Permisos,178,1,30.0,97053,Baja,75,En Proceso,Bajo
Colbun,Central Hidroelectrica,Antofagasta,RCA-8849,2010,Reforestacion,Mensual,Territorio,171,0,19.0,112662,Baja,63,En Proceso,Bajo
CGE,Parque Eolico,Los Lagos,RCA-9444,2022,Ruido,Trimestral,Medio Ambiente,201,1,25.0,76014,Media,93,Completado,Bajo
AES Andes,Parque Eolico,Metropolitana,RCA-9210,2020,Ruido,Anual,Operacion,210,3,35.0,80403,Media,60,En Proceso,Bajo
Colbun,Linea de Transmision,Antofagasta,RCA-3759,2013,Emisiones Atmosfericas,Trimestral,Territorio,86,2,12.0,10427,Alta,42,En Proceso,Medio
Enel,Central Hidroelectrica,Valparaiso,RCA-6255,2019,Reforestacion,Mensual,Territorio,72,1,26.0,53266,Baja,77,En Proceso,Bajo
Enel,Parque Eolico,Atacama,RCA-9414,2022,Residuos,Mensual,Permisos,101,4,5.0,37224,Alta,67,En Proceso,Medio
Transelec,Subestacion,Coquimbo,RCA-1002,2025,Calidad de Aguas,Semestral,Territorio,171,2,19.0,64866,Alta,81,Completado,Medio
AES Andes,Parque Eolico,Atacama,RCA-9130,2011,Reforestacion,Trimestral,Medio Ambiente,81,0,27.0,58303,Media,33,Pendiente,Medio
Engie,Linea de Transmision,Metropolitana,RCA-2259,2010,Ruido,Trimestral,Operacion,241,1,38.0,55216,Alta,93,Completado,Medio
Colbun,Central Hidroelectrica,Biobio,RCA-9190,2015,Reforestacion,Mensual,Construccion,200,0,29.0,49162,Media,96,Completado,Bajo
CGE,Linea de Transmision,Coquimbo,RCA-5323,2023,Residuos,Trimestral,Operacion,295,1,12.0,88134,Baja,82,Completado,Bajo
AES Andes,Parque Eolico,Atacama,RCA-6773,2013,Arqueologia,Mensual,Medio Ambiente,140,2,19.0,30243,Media,79,En Proceso,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-3568,2019,Flora y Fauna,Anual,Permisos,312,0,9.0,47724,Alta,83,Completado,Medio
Enel,Linea de Transmision,Coquimbo,RCA-2885,2022,Calidad de Aguas,Semestral,Medio Ambiente,300,1,18.0,75828,Media,86,Completado,Bajo
Transelec,Linea de Transmision,Biobio,RCA-8060,2021,Calidad de Aguas,Mensual,Territorio,40,0,29.0,99242,Alta,42,En Proceso,Medio
Transelec,Linea de Transmision,Antofagasta,RCA-8844,2024,Emisiones Atmosfericas,Trimestral,Permisos,252,2,,51745,Alta,64,En Proceso,Medio
Colbun,Subestacion,Valparaiso,RCA-7111,2016,Arqueologia,Mensual,Construccion,258,1,23.0,101259,Baja,75,En Proceso,Bajo
Enel,Subestacion,Atacama,RCA-3338,2025,Calidad de Aguas,Trimestral,Construccion,218,1,30.0,6703,Alta,97,Completado,Medio
AES Andes,Parque Solar,Metropolitana,RCA-4758,2020,Emisiones Atmosfericas,Semestral,Medio Ambiente,256,2,24.0,75053,Media,88,Completado,Bajo
Engie,Linea de Transmision,Antofagasta,RCA-5810,2015,Emisiones Atmosfericas,Trimestral,Territorio,74,1,37.0,82652,Alta,55,En Proceso,Medio
Enel,Linea de Transmision,Atacama,RCA-7791,2014,Emisiones Atmosfericas,Mensual,Construccion,238,1,37.0,50292,Alta,81,Completado,Medio
Colbun,Parque Eolico,Antofagasta,RCA-8171,2019,Calidad de Aguas,Mensual,Operacion,333,1,4.0,42252,Media,83,Completado,Bajo
Colbun,Linea de Transmision,Metropolitana,RCA-3731,2021,Calidad de Aguas,Semestral,Permisos,20,0,28.0,78167,Alta,12,Pendiente,Alto
Enel,Central Hidroelectrica,Atacama,RCA-1869,2022,Calidad de Aguas,Trimestral,Operacion,178,2,16.0,74107,Media,80,Completado,Bajo
Colbun,Central Hidroelectrica,Biobio,RCA-6166,2021,Residuos,Trimestral,Construccion,191,1,13.0,54711,Media,60,En Proceso,Bajo
Enel,Parque Solar,Biobio,RCA-1093,2021,Emisiones Atmosfericas,Mensual,Construccion,298,1,8.0,67780,Alta,63,En Proceso,Medio
CGE,Parque Solar,Metropolitana,RCA-3987,2021,Residuos,Mensual,Medio Ambiente,229,1,25.0,59952,Media,62,En Proceso,Bajo
Enel,Central Hidroelectrica,Coquimbo,RCA-9627,2011,Flora y Fauna,Anual,Medio Ambiente,278,1,2.0,106268,Media,82,Completado,Bajo
Enel,Linea de Transmision,Metropolitana,RCA-5947,2014,Calidad de Aguas,Trimestral,Permisos,16,3,30.0,91999,Media,15,Pendiente,Alto
Colbun,Linea de Transmision,Coquimbo,RCA-7651,2018,Reforestacion,Trimestral,Medio Ambiente,314,3,3.0,79844,Media,72,En Proceso,Bajo
Colbun,Linea de Transmision,Atacama,RCA-7979,2018,Arqueologia,Trimestral,Territorio,223,2,23.0,122179,Baja,98,Completado,Bajo
Transelec,Parque Eolico,Coquimbo,RCA-7794,2011,Ruido,Semestral,Permisos,5,2,29.0,100870,Media,30,Pendiente,Alto
Transelec,Linea de Transmision,Atacama,RCA-7524,2016,Flora y Fauna,Mensual,Territorio,115,1,30.0,106098,Alta,83,Completado,Medio
CGE,Parque Solar,Atacama,RCA-4144,2019,Reforestacion,Mensual,Medio Ambiente,281,1,11.0,114527,Alta,74,En Proceso,Medio
Transelec,Central Hidroelectrica,Los Lagos,RCA-4587,2023,Ruido,Trimestral,Permisos,133,0,21.0,71099,Baja,64,En Proceso,Bajo
Enel,Central Hidroelectrica,Valparaiso,RCA-1076,2013,Ruido,Trimestral,Construccion,97,0,27.0,44554,Baja,81,Completado,Bajo
Colbun,Parque Solar,Atacama,RCA-9959,2022,Calidad de Aguas,Semestral,Operacion,43,2,24.0,30403,Alta,51,En Proceso,Medio
Transelec,Linea de Transmision,Coquimbo,RCA-7553,2022,Arqueologia,Semestral,Construccion,320,1,31.0,93479,Baja,70,En Proceso,Bajo
Transelec,Parque Eolico,Valparaiso,RCA-9297,2012,Ruido,Mensual,Territorio,163,3,30.0,50837,Baja,83,Completado,Bajo
CGE,Parque Solar,Valparaiso,RCA-7694,2020,Emisiones Atmosfericas,Mensual,Construccion,190,1,1.0,158169,Alta,69,En Proceso,Medio
AES Andes,Linea de Transmision,Atacama,RCA-3873,2025,Reforestacion,Anual,Construccion,357,0,1.0,53944,Media,93,Completado,Bajo
CGE,Linea de Transmision,Metropolitana,RCA-4346,2010,Ruido,Trimestral,Operacion,260,2,8.0,49628,Baja,70,En Proceso,Bajo
Enel,Central Hidroelectrica,Metropolitana,RCA-8024,2012,Flora y Fauna,Trimestral,Operacion,243,1,34.0,94443,Media,88,Completado,Bajo
Colbun,Parque Solar,Biobio,RCA-4148,2020,Arqueologia,Trimestral,Construccion,108,0,16.0,94960,Baja,81,Completado,Bajo
CGE,Parque Eolico,Valparaiso,RCA-1244,2018,Arqueologia,Trimestral,Operacion,33,1,27.0,119922,Alta,62,En Proceso,Medio
Transelec,Central Hidroelectrica,Atacama,RCA-3625,2023,Ruido,Mensual,Construccion,93,2,4.0,68758,Alta,67,En Proceso,Medio
Colbun,Parque Solar,Los Lagos,RCA-4849,2024,Arqueologia,Semestral,Permisos,55,2,19.0,104002,Baja,78,En Proceso,Bajo
Colbun,Parque Solar,Metropolitana,RCA-8737,2018,Flora y Fauna,Semestral,Construccion,151,2,29.0,70939,Alta,91,Completado,Medio
Transelec,Subestacion,Los Lagos,RCA-9333,2016,Reforestacion,Trimestral,Medio Ambiente,318,1,3.0,88647,Baja,99,Completado,Bajo
CGE,Subestacion,Atacama,RCA-1892,2025,Flora y Fauna,Trimestral,Operacion,40,0,11.0,69659,Alta,74,En Proceso,Medio
Transelec,Subestacion,Atacama,RCA-6487,2012,Flora y Fauna,Mensual,Operacion,288,1,180.0,122847,Alta,82,Completado,Medio
AES Andes,Parque Eolico,Valparaiso,RCA-8251,2022,Emisiones Atmosfericas,Mensual,Territorio,105,2,180.0,131690,Alta,64,En Proceso,Medio
Colbun,Parque Solar,Los Lagos,RCA-8310,2012,Calidad de Aguas,Mensual,Territorio,111,3,33.0,45254,Alta,90,Completado,Medio
Engie,Central Hidroelectrica,Biobio,RCA-3399,2013,Ruido,Mensual,Medio Ambiente,349,0,8.0,106925,Media,88,Completado,Bajo
Engie,Subestacion,Valparaiso,RCA-5640,2025,Reforestacion,Anual,Operacion,295,2,25.0,51744,Media,65,En Proceso,Bajo
Enel,Parque Solar,Antofagasta,RCA-3960,2016,Arqueologia,Semestral,Operacion,353,1,24.0,104050,Alta,84,Completado,Medio
Transelec,Parque Solar,Los Lagos,RCA-8325,2016,Flora y Fauna,Trimestral,Territorio,109,1,26.0,116000,Alta,84,Completado,Medio
Transelec,Parque Solar,Metropolitana,RCA-2469,2021,Ruido,Trimestral,Territorio,225,0,26.0,50953,Baja,90,Completado,Bajo
Enel,Parque Eolico,Metropolitana,RCA-4374,2021,Reforestacion,Mensual,Construccion,80,0,17.0,44444,Baja,43,En Proceso,Bajo
Enel,Linea de Transmision,Metropolitana,RCA-9847,2023,Reforestacion,Anual,Operacion,231,0,27.0,62620,Media,76,En Proceso,Bajo
Enel,Parque Solar,Coquimbo,RCA-9234,2011,Ruido,Mensual,Operacion,88,1,29.0,104198,Media,45,En Proceso,Bajo
Colbun,Linea de Transmision,Atacama,RCA-8923,2021,Calidad de Aguas,Mensual,Construccion,80,2,39.0,86892,Alta,57,En Proceso,Medio
AES Andes,Subestacion,Valparaiso,RCA-6122,2024,Emisiones Atmosfericas,Trimestral,Operacion,253,2,9.0,68793,Alta,68,En Proceso,Medio
Transelec,Subestacion,Metropolitana,RCA-6387,2014,Arqueologia,Semestral,Medio Ambiente,259,0,14.0,93026,Media,61,En Proceso,Bajo
Colbun,Parque Solar,Antofagasta,RCA-8631,2016,Emisiones Atmosfericas,Semestral,Territorio,54,0,5.0,67700,Alta,33,Pendiente,Alto
Enel,Central Hidroelectrica,Metropolitana,RCA-8226,2016,Reforestacion,Mensual,Territorio,360,0,30.0,78294,Baja,79,En Proceso,Bajo
Transelec,Parque Solar,Biobio,RCA-6108,2015,Arqueologia,Semestral,Territorio,214,3,28.0,88625,Media,100,Completado,Bajo
Colbun,Parque Eolico,Atacama,RCA-3224,2019,Reforestacion,Mensual,Permisos,162,0,37.0,86938,Media,95,Completado,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-3110,2019,Flora y Fauna,Mensual,Medio Ambiente,332,1,8.0,117262,Alta,96,Completado,Medio
Colbun,Parque Solar,Atacama,RCA-1957,2021,Flora y Fauna,Semestral,Medio Ambiente,237,0,15.0,44943,Alta,65,En Proceso,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-8146,2017,Ruido,Semestral,Construccion,81,1,28.0,98669,Media,30,Pendiente,Medio
Enel,Linea de Transmision,Los Lagos,RCA-1560,2012,Arqueologia,Trimestral,Permisos,227,1,36.0,51492,Media,62,En Proceso,Bajo
AES Andes,Subestacion,Valparaiso,RCA-8413,2024,Arqueologia,Trimestral,Operacion,125,1,33.0,64877,Media,96,Completado,Bajo
Transelec,Subestacion,Coquimbo,RCA-2312,2010,Reforestacion,Semestral,Medio Ambiente,314,1,6.0,71011,Alta,62,En Proceso,Medio
Enel,Linea de Transmision,Los Lagos,RCA-2821,2012,Emisiones Atmosfericas,Semestral,Permisos,331,1,12.0,64415,Alta,92,Completado,Medio
Transelec,Linea de Transmision,Los Lagos,RCA-6646,2020,Flora y Fauna,Semestral,Permisos,345,5,7.0,41375,Alta,74,En Proceso,Medio
Engie,Linea de Transmision,Valparaiso,RCA-5945,2011,Residuos,Trimestral,Medio Ambiente,362,0,28.0,63731,Baja,63,En Proceso,Bajo
CGE,Central Hidroelectrica,Metropolitana,RCA-6374,2011,Ruido,Anual,Construccion,111,3,,81807,Baja,74,En Proceso,Bajo
AES Andes,Subestacion,Biobio,RCA-3651,2023,Arqueologia,Anual,Permisos,245,1,,71645,Media,66,En Proceso,Bajo
CGE,Subestacion,Antofagasta,RCA-5701,2023,Calidad de Aguas,Mensual,Territorio,32,3,24.0,111814,Alta,76,En Proceso,Medio
CGE,Linea de Transmision,Valparaiso,RCA-3877,2011,Calidad de Aguas,Semestral,Permisos,196,2,19.0,72304,Media,63,En Proceso,Bajo
AES Andes,Parque Solar,Coquimbo,RCA-6582,2014,Residuos,Trimestral,Operacion,253,3,32.0,75372,Baja,62,En Proceso,Bajo
Enel,Linea de Transmision,Valparaiso,RCA-6390,2022,Flora y Fauna,Mensual,Medio Ambiente,217,2,30.0,79560,Alta,82,Completado,Medio
Engie,Linea de Transmision,Atacama,RCA-5083,2010,Flora y Fauna,Trimestral,Operacion,25,2,1.0,71677,Media,13,Pendiente,Alto
Transelec,Parque Solar,Metropolitana,RCA-1745,2019,Flora y Fauna,Mensual,Construccion,159,0,32.0,86943,Media,65,En Proceso,Bajo
Colbun,Linea de Transmision,Metropolitana,RCA-9749,2013,Emisiones Atmosfericas,Trimestral,,31,1,20.0,62048,Alta,62,En Proceso,Medio
Transelec,Linea de Transmision,Los Lagos,RCA-1941,2023,Reforestacion,Semestral,Medio Ambiente,81,2,21.0,45850,Alta,38,Pendiente,Alto
Colbun,Linea de Transmision,Metropolitana,RCA-5023,2019,Calidad de Aguas,Mensual,Permisos,310,0,19.0,73207,Media,71,En Proceso,Bajo
Transelec,Linea de Transmision,Metropolitana,RCA-3296,2014,Flora y Fauna,Trimestral,Territorio,61,1,30.0,84617,Media,79,En Proceso,Bajo
AES Andes,Linea de Transmision,Metropolitana,RCA-1939,2011,Calidad de Aguas,Anual,Permisos,123,0,28.0,79076,Media,94,Completado,Bajo
Engie,Subestacion,Metropolitana,RCA-2610,2014,Residuos,Trimestral,Construccion,169,2,32.0,52783,Alta,90,Completado,Medio
Colbun,Parque Eolico,Antofagasta,RCA-7300,2019,Ruido,Mensual,Medio Ambiente,68,2,30.0,79010,Media,32,Pendiente,Medio
Enel,Parque Solar,Coquimbo,RCA-2725,2024,Reforestacion,Trimestral,Construccion,52,2,23.0,91968,Alta,75,En Proceso,Medio
Transelec,Parque Solar,Los Lagos,RCA-9853,2013,Emisiones Atmosfericas,Trimestral,Construccion,154,0,27.0,80061,Alta,95,Completado,Medio
Transelec,Linea de Transmision,Metropolitana,RCA-8187,2017,Arqueologia,Trimestral,Construccion,162,0,37.0,57249,Media,72,En Proceso,Bajo
Colbun,Central Hidroelectrica,Los Lagos,RCA-1032,2010,Residuos,Semestral,Construccion,160,0,26.0,76916,Media,72,En Proceso,Bajo
Enel,Subestacion,Coquimbo,RCA-6985,2024,Reforestacion,Trimestral,Permisos,155,0,3.0,117565,Alta,93,Completado,Medio
Enel,Linea de Transmision,Biobio,RCA-4414,2021,Calidad de Aguas,Semestral,Operacion,229,1,31.0,49051,Alta,80,Completado,Medio
AES Andes,Parque Solar,Metropolitana,RCA-2156,2014,Residuos,Trimestral,Permisos,264,3,2.0,102397,Alta,93,Completado,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-4126,2023,Arqueologia,Mensual,Territorio,260,1,10.0,18932,Baja,87,Completado,Bajo
AES Andes,Subestacion,Valparaiso,RCA-9252,2023,Reforestacion,Trimestral,Construccion,65,0,38.0,61370,Media,76,En Proceso,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-2543,2020,Emisiones Atmosfericas,Semestral,Territorio,356,0,19.0,64240,Alta,94,Completado,Medio
AES Andes,Central Hidroelectrica,Metropolitana,RCA-1271,2021,Ruido,Trimestral,Permisos,264,3,31.0,102024,Media,73,En Proceso,Bajo
AES Andes,Subestacion,Atacama,RCA-6295,2019,Arqueologia,Mensual,Construccion,325,1,29.0,119315,Alta,77,En Proceso,Medio
Engie,Parque Eolico,Antofagasta,RCA-5076,2010,Reforestacion,Mensual,Permisos,166,1,25.0,102814,Media,78,En Proceso,Bajo
Enel,Central Hidroelectrica,Valparaiso,RCA-6902,2019,Emisiones Atmosfericas,Mensual,Construccion,353,0,32.0,87789,Alta,78,En Proceso,Medio
AES Andes,Linea de Transmision,Valparaiso,RCA-3709,2019,Calidad de Aguas,Mensual,Permisos,35,0,17.0,101569,Alta,62,En Proceso,Medio
Enel,Linea de Transmision,Atacama,RCA-6221,2013,Arqueologia,Trimestral,Medio Ambiente,75,2,23.0,41186,Alta,64,En Proceso,Medio
Enel,Subestacion,Metropolitana,RCA-9529,2017,Residuos,Mensual,Operacion,6,2,18.0,97345,Alta,19,Pendiente,Alto
CGE,Subestacion,Antofagasta,RCA-7722,2010,Flora y Fauna,Semestral,Operacion,54,0,11.0,47447,Alta,58,En Proceso,Medio
Engie,Subestacion,Valparaiso,RCA-9201,2020,Residuos,Mensual,Construccion,139,1,20.0,56521,Media,67,En Proceso,Bajo
AES Andes,Central Hidroelectrica,Antofagasta,RCA-5144,2024,Calidad de Aguas,Mensual,Medio Ambiente,150,0,13.0,84891,Alta,84,Completado,Medio
Transelec,Parque Eolico,Valparaiso,RCA-6606,2011,Reforestacion,Trimestral,Territorio,183,1,24.0,44104,Media,76,En Proceso,Bajo
Colbun,Parque Solar,Metropolitana,RCA-7766,2010,Ruido,Mensual,Medio Ambiente,268,1,20.0,105645,Baja,60,En Proceso,Bajo
Transelec,Subestacion,Biobio,RCA-1730,2020,Arqueologia,Semestral,Construccion,315,4,28.0,75035,Alta,97,Completado,Medio
Engie,Parque Eolico,Valparaiso,RCA-5890,2016,Reforestacion,Mensual,Medio Ambiente,208,3,35.0,42465,Alta,89,Completado,Medio
Colbun,Central Hidroelectrica,Biobio,RCA-2648,2011,Ruido,Trimestral,Territorio,303,0,21.0,112739,Baja,87,Completado,Bajo
Engie,Parque Eolico,Valparaiso,RCA-5228,2010,Calidad de Aguas,Semestral,Construccion,191,5,6.0,68426,Media,92,Completado,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-3130,2024,Arqueologia,Trimestral,Operacion,34,1,7.0,70907,Baja,42,En Proceso,Bajo
Colbun,Parque Solar,Metropolitana,RCA-5366,2021,Emisiones Atmosfericas,Mensual,Medio Ambiente,63,2,29.0,69489,Alta,53,En Proceso,Medio
Enel,Linea de Transmision,Atacama,RCA-2506,2025,Emisiones Atmosfericas,Trimestral,Operacion,13,2,23.0,2071,Alta,43,En Proceso,Medio
Transelec,Linea de Transmision,Biobio,RCA-3158,2015,Reforestacion,Semestral,Operacion,328,0,5.0,106452,Baja,96,Completado,Bajo
Transelec,Linea de Transmision,Atacama,RCA-3916,2015,Residuos,Anual,Permisos,171,1,22.0,75700,Baja,81,Completado,Bajo
Colbun,Parque Solar,Metropolitana,RCA-4229,2019,Reforestacion,Semestral,Territorio,341,1,9.0,78828,Baja,72,En Proceso,Bajo
Colbun,Parque Solar,Los Lagos,RCA-7265,2011,Residuos,Mensual,Medio Ambiente,283,1,32.0,92024,Media,99,Completado,Bajo
AES Andes,Linea de Transmision,Atacama,RCA-5136,2024,Calidad de Aguas,Anual,,195,0,10.0,67658,Media,71,En Proceso,Bajo
Engie,Subestacion,Metropolitana,RCA-3689,2010,Emisiones Atmosfericas,Mensual,Operacion,246,0,28.0,46965,Alta,100,Completado,Medio
AES Andes,Subestacion,Atacama,RCA-8190,2023,Arqueologia,Mensual,Territorio,282,5,11.0,51728,Media,66,En Proceso,Bajo
Engie,Subestacion,Biobio,RCA-3810,2019,Emisiones Atmosfericas,Semestral,Operacion,158,1,7.0,96829,Alta,95,Completado,Medio
AES Andes,Linea de Transmision,Coquimbo,RCA-7152,2012,Residuos,Mensual,Operacion,164,0,30.0,74702,Media,88,Completado,Bajo
Enel,Subestacion,Atacama,RCA-1012,2019,Reforestacion,Mensual,Operacion,269,1,38.0,100148,Alta,88,Completado,Medio
Colbun,Parque Eolico,Biobio,RCA-6938,2023,Calidad de Aguas,Mensual,Operacion,239,2,34.0,104544,Alta,85,Completado,Medio
Transelec,Linea de Transmision,Valparaiso,RCA-8999,2014,Emisiones Atmosfericas,Trimestral,Permisos,350,0,28.0,97180,Alta,86,Completado,Medio
